title,rating,body,body_char_len,body_word_len,title_word_len,sentiment,full_text,clean_text,tokens,lemmatized_tokens,final_text
Do not buy this phone....Display colors are too poor,1,Display colors are too poor... actually very bad colours.Actually 5-6 years old Samsung J7 has much better coloursGot it for ₹8500 ready sell if someone wants it,161,27,9,Negative,Do not buy this phone....Display colors are too poor Display colors are too poor... actually very bad colours.Actually 5-6 years old Samsung J7 has much better coloursGot it for ₹8500 ready sell if someone wants it,do not buy this phonedisplay colors are too poor display colors are too poor actually very bad coloursactually years old samsung j has much better coloursgot it for ₹ ready sell if someone wants it,"['not', 'buy', 'phonedisplay', 'colors', 'poor', 'display', 'colors', 'poor', 'actually', 'bad', 'coloursactually', 'years', 'old', 'samsung', 'much', 'better', 'coloursgot', 'ready', 'sell', 'someone', 'wants']","['not', 'buy', 'phonedisplay', 'color', 'poor', 'display', 'color', 'poor', 'actually', 'bad', 'coloursactually', 'year', 'old', 'samsung', 'much', 'better', 'coloursgot', 'ready', 'sell', 'someone', 'want']",not buy phonedisplay color poor display color poor actually bad coloursactually year old samsung much better coloursgot ready sell someone want
Very slow response and not user friendly,1,Camera quality ok but no photogenic software  which is very  sad thing to say. Very very slow response. Key pad doesn't  have sufficient  spacing.  Very difficult  to text message. Contact searches  are difficult,212,33,7,Negative,Very slow response and not user friendly Camera quality ok but no photogenic software  which is very  sad thing to say. Very very slow response. Key pad doesn't  have sufficient  spacing.  Very difficult  to text message. Contact searches  are difficult,very slow response and not user friendly camera quality ok but no photogenic software which is very sad thing to say very very slow response key pad doesnt have sufficient spacing very difficult to text message contact searches are difficult,"['slow', 'response', 'not', 'user', 'friendly', 'camera', 'quality', 'ok', 'no', 'photogenic', 'software', 'sad', 'thing', 'say', 'slow', 'response', 'key', 'pad', 'doesnt', 'sufficient', 'spacing', 'difficult', 'text', 'message', 'contact', 'searches', 'difficult']","['slow', 'response', 'not', 'user', 'friendly', 'camera', 'quality', 'ok', 'no', 'photogenic', 'software', 'sad', 'thing', 'say', 'slow', 'response', 'key', 'pad', 'doesnt', 'sufficient', 'spacing', 'difficult', 'text', 'message', 'contact', 'search', 'difficult']",slow response not user friendly camera quality ok no photogenic software sad thing say slow response key pad doesnt sufficient spacing difficult text message contact search difficult
Good one for student's who are attending online classes,3,Very good phone for students who are attending online classed.Camera - AverageBattery - Good (6000 mah)Performance - AverageBudget friendly phone,145,20,9,Neutral,Good one for student's who are attending online classes Very good phone for students who are attending online classed.Camera - AverageBattery - Good (6000 mah)Performance - AverageBudget friendly phone,good one for students who are attending online classes very good phone for students who are attending online classedcamera averagebattery good mahperformance averagebudget friendly phone,"['good', 'one', 'students', 'attending', 'online', 'classes', 'good', 'phone', 'students', 'attending', 'online', 'classedcamera', 'averagebattery', 'good', 'mahperformance', 'averagebudget', 'friendly', 'phone']","['good', 'one', 'student', 'attending', 'online', 'class', 'good', 'phone', 'student', 'attending', 'online', 'classedcamera', 'averagebattery', 'good', 'mahperformance', 'averagebudget', 'friendly', 'phone']",good one student attending online class good phone student attending online classedcamera averagebattery good mahperformance averagebudget friendly phone
Good buy at this price !!,4,Been using this product for almost a month now. Great battery. Good and sharp fingerprint sensor. Camera quality is average.. could've been better. Processor also could've been a bit better. Very rarely the phone hangs. Overall a good buy at this price !!,255,43,6,Positive,Good buy at this price !! Been using this product for almost a month now. Great battery. Good and sharp fingerprint sensor. Camera quality is average.. could've been better. Processor also could've been a bit better. Very rarely the phone hangs. Overall a good buy at this price !!,good buy at this price been using this product for almost a month now great battery good and sharp fingerprint sensor camera quality is average couldve been better processor also couldve been a bit better very rarely the phone hangs overall a good buy at this price,"['good', 'buy', 'price', 'using', 'product', 'almost', 'month', 'great', 'battery', 'good', 'sharp', 'fingerprint', 'sensor', 'camera', 'quality', 'average', 'couldve', 'better', 'processor', 'also', 'couldve', 'bit', 'better', 'rarely', 'phone', 'hangs', 'overall', 'good', 'buy', 'price']","['good', 'buy', 'price', 'using', 'product', 'almost', 'month', 'great', 'battery', 'good', 'sharp', 'fingerprint', 'sensor', 'camera', 'quality', 'average', 'couldve', 'better', 'processor', 'also', 'couldve', 'bit', 'better', 'rarely', 'phone', 'hang', 'overall', 'good', 'buy', 'price']",good buy price using product almost month great battery good sharp fingerprint sensor camera quality average couldve better processor also couldve bit better rarely phone hang overall good buy price
Average Mobile for low budget ...,3,Average for low budget not good and no strong camera battery or others if you want for low budget than go for it...It is for price range 8500 is good other than choose some others mobile for upper price range....,212,40,6,Neutral,Average Mobile for low budget ... Average for low budget not good and no strong camera battery or others if you want for low budget than go for it...It is for price range 8500 is good other than choose some others mobile for upper price range....,average mobile for low budget average for low budget not good and no strong camera battery or others if you want for low budget than go for itit is for price range is good other than choose some others mobile for upper price range,"['average', 'mobile', 'low', 'budget', 'average', 'low', 'budget', 'not', 'good', 'no', 'strong', 'camera', 'battery', 'others', 'want', 'low', 'budget', 'go', 'itit', 'price', 'range', 'good', 'choose', 'others', 'mobile', 'upper', 'price', 'range']","['average', 'mobile', 'low', 'budget', 'average', 'low', 'budget', 'not', 'good', 'no', 'strong', 'camera', 'battery', 'others', 'want', 'low', 'budget', 'go', 'itit', 'price', 'range', 'good', 'choose', 'others', 'mobile', 'upper', 'price', 'range']",average mobile low budget average low budget not good no strong camera battery others want low budget go itit price range good choose others mobile upper price range
Best Phone in this budget with good battery life,4,Best Phone with good battery life allows full day of runtime while running heavy gaming applications.Decent Cam performance by primary lense of 48MP.Finger print scanner works perfectlyFeels robust build while holding this phone.,229,33,9,Positive,Best Phone in this budget with good battery life Best Phone with good battery life allows full day of runtime while running heavy gaming applications.Decent Cam performance by primary lense of 48MP.Finger print scanner works perfectlyFeels robust build while holding this phone.,best phone in this budget with good battery life best phone with good battery life allows full day of runtime while running heavy gaming applicationsdecent cam performance by primary lense of mpfinger print scanner works perfectlyfeels robust build while holding this phone,"['best', 'phone', 'budget', 'good', 'battery', 'life', 'best', 'phone', 'good', 'battery', 'life', 'allows', 'full', 'day', 'runtime', 'running', 'heavy', 'gaming', 'applicationsdecent', 'cam', 'performance', 'primary', 'lense', 'mpfinger', 'print', 'scanner', 'works', 'perfectlyfeels', 'robust', 'build', 'holding', 'phone']","['best', 'phone', 'budget', 'good', 'battery', 'life', 'best', 'phone', 'good', 'battery', 'life', 'allows', 'full', 'day', 'runtime', 'running', 'heavy', 'gaming', 'applicationsdecent', 'cam', 'performance', 'primary', 'lense', 'mpfinger', 'print', 'scanner', 'work', 'perfectlyfeels', 'robust', 'build', 'holding', 'phone']",best phone budget good battery life best phone good battery life allows full day runtime running heavy gaming applicationsdecent cam performance primary lense mpfinger print scanner work perfectlyfeels robust build holding phone
Impressive!,5,"Great product, my previous phone was a70, this phone is as good as a70that I bought 2 years ago",95,19,1,Positive,"Impressive! Great product, my previous phone was a70, this phone is as good as a70that I bought 2 years ago",impressive great product my previous phone was a this phone is as good as athat i bought years ago,"['impressive', 'great', 'product', 'previous', 'phone', 'phone', 'good', 'athat', 'bought', 'years', 'ago']","['impressive', 'great', 'product', 'previous', 'phone', 'phone', 'good', 'athat', 'bought', 'year', 'ago']",impressive great product previous phone phone good athat bought year ago
Good product,5,Good allrounder mobile for daily use . Not for hardcore gamers but can play pubg no heating issues . It uses only 10% of battery in 1 hour of pubg gaming .but doesnt contains applock for the device its a draw back . Totally its worth for money,243,48,2,Positive,Good product Good allrounder mobile for daily use . Not for hardcore gamers but can play pubg no heating issues . It uses only 10% of battery in 1 hour of pubg gaming .but doesnt contains applock for the device its a draw back . Totally its worth for money,good product good allrounder mobile for daily use not for hardcore gamers but can play pubg no heating issues it uses only of battery in hour of pubg gaming but doesnt contains applock for the device its a draw back totally its worth for money,"['good', 'product', 'good', 'allrounder', 'mobile', 'daily', 'use', 'not', 'hardcore', 'gamers', 'play', 'pubg', 'no', 'heating', 'issues', 'uses', 'battery', 'hour', 'pubg', 'gaming', 'doesnt', 'contains', 'applock', 'device', 'draw', 'back', 'totally', 'worth', 'money']","['good', 'product', 'good', 'allrounder', 'mobile', 'daily', 'use', 'not', 'hardcore', 'gamers', 'play', 'pubg', 'no', 'heating', 'issue', 'us', 'battery', 'hour', 'pubg', 'gaming', 'doesnt', 'contains', 'applock', 'device', 'draw', 'back', 'totally', 'worth', 'money']",good product good allrounder mobile daily use not hardcore gamers play pubg no heating issue us battery hour pubg gaming doesnt contains applock device draw back totally worth money
Good product,5,Nice looking nice working,25,4,2,Positive,Good product Nice looking nice working,good product nice looking nice working,"['good', 'product', 'nice', 'looking', 'nice', 'working']","['good', 'product', 'nice', 'looking', 'nice', 'working']",good product nice looking nice working
"Not for gamers, thumbs up for normal users",3,"For normal user its quit good, but who wants to use it for gaming purpose then its not a better choice because not up to the mark in this point.Getting slow sometime, but if i speak about its bettery life then yes, performing well.",231,44,8,Neutral,"Not for gamers, thumbs up for normal users For normal user its quit good, but who wants to use it for gaming purpose then its not a better choice because not up to the mark in this point.Getting slow sometime, but if i speak about its bettery life then yes, performing well.",not for gamers thumbs up for normal users for normal user its quit good but who wants to use it for gaming purpose then its not a better choice because not up to the mark in this pointgetting slow sometime but if i speak about its bettery life then yes performing well,"['not', 'gamers', 'thumbs', 'normal', 'users', 'normal', 'user', 'quit', 'good', 'wants', 'use', 'gaming', 'purpose', 'not', 'better', 'choice', 'not', 'mark', 'pointgetting', 'slow', 'sometime', 'speak', 'bettery', 'life', 'yes', 'performing', 'well']","['not', 'gamers', 'thumb', 'normal', 'user', 'normal', 'user', 'quit', 'good', 'want', 'use', 'gaming', 'purpose', 'not', 'better', 'choice', 'not', 'mark', 'pointgetting', 'slow', 'sometime', 'speak', 'bettery', 'life', 'yes', 'performing', 'well']",not gamers thumb normal user normal user quit good want use gaming purpose not better choice not mark pointgetting slow sometime speak bettery life yes performing well
Super battery backup and bakwas camera quality,4,Battery is ultra super.. charging speed is also good however the quality of camera is third class ..super bakwass.. quality is even less than of 5 mega pixel camera .. this is genuine review but I like the battery backup very much so iam using this phone,254,47,7,Positive,Super battery backup and bakwas camera quality Battery is ultra super.. charging speed is also good however the quality of camera is third class ..super bakwass.. quality is even less than of 5 mega pixel camera .. this is genuine review but I like the battery backup very much so iam using this phone,super battery backup and bakwas camera quality battery is ultra super charging speed is also good however the quality of camera is third class super bakwass quality is even less than of mega pixel camera this is genuine review but i like the battery backup very much so iam using this phone,"['super', 'battery', 'backup', 'bakwas', 'camera', 'quality', 'battery', 'ultra', 'super', 'charging', 'speed', 'also', 'good', 'however', 'quality', 'camera', 'third', 'class', 'super', 'bakwass', 'quality', 'even', 'less', 'mega', 'pixel', 'camera', 'genuine', 'review', 'like', 'battery', 'backup', 'much', 'iam', 'using', 'phone']","['super', 'battery', 'backup', 'bakwas', 'camera', 'quality', 'battery', 'ultra', 'super', 'charging', 'speed', 'also', 'good', 'however', 'quality', 'camera', 'third', 'class', 'super', 'bakwass', 'quality', 'even', 'less', 'mega', 'pixel', 'camera', 'genuine', 'review', 'like', 'battery', 'backup', 'much', 'iam', 'using', 'phone']",super battery backup bakwas camera quality battery ultra super charging speed also good however quality camera third class super bakwass quality even less mega pixel camera genuine review like battery backup much iam using phone
Read this before you buy!!!,3,"I have always been using Samsung phone, but after buying this phone I am facing many problems. Before buying this phone, many people forbade me to buy this phone, but since I am Samsung lover I never heard to them..it's camera quality is very very poor..",254,46,5,Neutral,"Read this before you buy!!! I have always been using Samsung phone, but after buying this phone I am facing many problems. Before buying this phone, many people forbade me to buy this phone, but since I am Samsung lover I never heard to them..it's camera quality is very very poor..",read this before you buy i have always been using samsung phone but after buying this phone i am facing many problems before buying this phone many people forbade me to buy this phone but since i am samsung lover i never heard to themits camera quality is very very poor,"['read', 'buy', 'always', 'using', 'samsung', 'phone', 'buying', 'phone', 'facing', 'many', 'problems', 'buying', 'phone', 'many', 'people', 'forbade', 'buy', 'phone', 'since', 'samsung', 'lover', 'never', 'heard', 'themits', 'camera', 'quality', 'poor']","['read', 'buy', 'always', 'using', 'samsung', 'phone', 'buying', 'phone', 'facing', 'many', 'problem', 'buying', 'phone', 'many', 'people', 'forbade', 'buy', 'phone', 'since', 'samsung', 'lover', 'never', 'heard', 'themits', 'camera', 'quality', 'poor']",read buy always using samsung phone buying phone facing many problem buying phone many people forbade buy phone since samsung lover never heard themits camera quality poor
Battery is good.,4,Review after 7days of use: Fingerprint reader is really good and battery life also recommendable. But the I am not at all satisfied with the camera quality. And also a bit weighty. Overall it is nice experience.,211,37,3,Positive,Battery is good. Review after 7days of use: Fingerprint reader is really good and battery life also recommendable. But the I am not at all satisfied with the camera quality. And also a bit weighty. Overall it is nice experience.,battery is good review after days of use fingerprint reader is really good and battery life also recommendable but the i am not at all satisfied with the camera quality and also a bit weighty overall it is nice experience,"['battery', 'good', 'review', 'days', 'use', 'fingerprint', 'reader', 'really', 'good', 'battery', 'life', 'also', 'recommendable', 'not', 'satisfied', 'camera', 'quality', 'also', 'bit', 'weighty', 'overall', 'nice', 'experience']","['battery', 'good', 'review', 'day', 'use', 'fingerprint', 'reader', 'really', 'good', 'battery', 'life', 'also', 'recommendable', 'not', 'satisfied', 'camera', 'quality', 'also', 'bit', 'weighty', 'overall', 'nice', 'experience']",battery good review day use fingerprint reader really good battery life also recommendable not satisfied camera quality also bit weighty overall nice experience
Don't buy Samsung m12 phone,1,"Calling speaker issue and its not 48 megafixel, below par than 8 mp.Dissapointed with samsung, please don't buy this product, you will be deeply disappointed. Now I come to importance know importance Reviews..",209,33,5,Negative,"Don't buy Samsung m12 phone Calling speaker issue and its not 48 megafixel, below par than 8 mp.Dissapointed with samsung, please don't buy this product, you will be deeply disappointed. Now I come to importance know importance Reviews..",dont buy samsung m phone calling speaker issue and its not megafixel below par than mpdissapointed with samsung please dont buy this product you will be deeply disappointed now i come to importance know importance reviews,"['dont', 'buy', 'samsung', 'phone', 'calling', 'speaker', 'issue', 'not', 'megafixel', 'par', 'mpdissapointed', 'samsung', 'please', 'dont', 'buy', 'product', 'deeply', 'disappointed', 'come', 'importance', 'know', 'importance', 'reviews']","['dont', 'buy', 'samsung', 'phone', 'calling', 'speaker', 'issue', 'not', 'megafixel', 'par', 'mpdissapointed', 'samsung', 'please', 'dont', 'buy', 'product', 'deeply', 'disappointed', 'come', 'importance', 'know', 'importance', 'review']",dont buy samsung phone calling speaker issue not megafixel par mpdissapointed samsung please dont buy product deeply disappointed come importance know importance review
Quality Product,4,"Set didn't come with Headphones and Back Cover, 😒 that didn't expected from Samsung",83,14,2,Positive,"Quality Product Set didn't come with Headphones and Back Cover, 😒 that didn't expected from Samsung",quality product set didnt come with headphones and back cover 😒 that didnt expected from samsung,"['quality', 'product', 'set', 'didnt', 'come', 'headphones', 'back', 'cover', 'didnt', 'expected', 'samsung']","['quality', 'product', 'set', 'didnt', 'come', 'headphone', 'back', 'cover', 'didnt', 'expected', 'samsung']",quality product set didnt come headphone back cover didnt expected samsung
Heating,3,Major heating problem during charging,37,5,1,Neutral,Heating Major heating problem during charging,heating major heating problem during charging,"['heating', 'major', 'heating', 'problem', 'charging']","['heating', 'major', 'heating', 'problem', 'charging']",heating major heating problem charging
Everything is good but not the selfie camera.,3,"This phone take significantly lnger time to process the selfies. And often time images are blurry and unclear. I am certianly not happy with that. But the mobile feels good in hand, it is lightweight and has a good shape.",221,40,8,Neutral,"Everything is good but not the selfie camera. This phone take significantly lnger time to process the selfies. And often time images are blurry and unclear. I am certianly not happy with that. But the mobile feels good in hand, it is lightweight and has a good shape.",everything is good but not the selfie camera this phone take significantly lnger time to process the selfies and often time images are blurry and unclear i am certianly not happy with that but the mobile feels good in hand it is lightweight and has a good shape,"['everything', 'good', 'not', 'selfie', 'camera', 'phone', 'take', 'significantly', 'lnger', 'time', 'process', 'selfies', 'often', 'time', 'images', 'blurry', 'unclear', 'certianly', 'not', 'happy', 'mobile', 'feels', 'good', 'hand', 'lightweight', 'good', 'shape']","['everything', 'good', 'not', 'selfie', 'camera', 'phone', 'take', 'significantly', 'lnger', 'time', 'process', 'selfies', 'often', 'time', 'image', 'blurry', 'unclear', 'certianly', 'not', 'happy', 'mobile', 'feel', 'good', 'hand', 'lightweight', 'good', 'shape']",everything good not selfie camera phone take significantly lnger time process selfies often time image blurry unclear certianly not happy mobile feel good hand lightweight good shape
Low quality phone. Donot buy,1,Worst phone. The phone fell from my hand the screen broke. I purchased it like a week ago. This is highly delicate and one shouldn’t buy it. Quality cheap too..,160,30,5,Negative,Low quality phone. Donot buy Worst phone. The phone fell from my hand the screen broke. I purchased it like a week ago. This is highly delicate and one shouldn’t buy it. Quality cheap too..,low quality phone donot buy worst phone the phone fell from my hand the screen broke i purchased it like a week ago this is highly delicate and one shouldn’t buy it quality cheap too,"['low', 'quality', 'phone', 'donot', 'buy', 'worst', 'phone', 'phone', 'fell', 'hand', 'screen', 'broke', 'purchased', 'like', 'week', 'ago', 'highly', 'delicate', 'one', 'buy', 'quality', 'cheap']","['low', 'quality', 'phone', 'donot', 'buy', 'worst', 'phone', 'phone', 'fell', 'hand', 'screen', 'broke', 'purchased', 'like', 'week', 'ago', 'highly', 'delicate', 'one', 'buy', 'quality', 'cheap']",low quality phone donot buy worst phone phone fell hand screen broke purchased like week ago highly delicate one buy quality cheap
"Only battery is good , all other things r worst",2,"Not good phone. I was replaced my M30 , but it was wrong decision. This phone is not worth to buy, just for battery life.",121,25,10,Negative,"Only battery is good , all other things r worst Not good phone. I was replaced my M30 , but it was wrong decision. This phone is not worth to buy, just for battery life.",only battery is good all other things r worst not good phone i was replaced my m but it was wrong decision this phone is not worth to buy just for battery life,"['battery', 'good', 'things', 'worst', 'not', 'good', 'phone', 'replaced', 'wrong', 'decision', 'phone', 'not', 'worth', 'buy', 'battery', 'life']","['battery', 'good', 'thing', 'worst', 'not', 'good', 'phone', 'replaced', 'wrong', 'decision', 'phone', 'not', 'worth', 'buy', 'battery', 'life']",battery good thing worst not good phone replaced wrong decision phone not worth buy battery life
Very basic phone in terms of performance.,2,Not worth buying this phone.1. Very heavy in terms of weight2. Poor cameras3. Touch screen response bad after 2 weeks of purchase,129,22,7,Negative,Very basic phone in terms of performance. Not worth buying this phone.1. Very heavy in terms of weight2. Poor cameras3. Touch screen response bad after 2 weeks of purchase,very basic phone in terms of performance not worth buying this phone very heavy in terms of weight poor cameras touch screen response bad after weeks of purchase,"['basic', 'phone', 'terms', 'performance', 'not', 'worth', 'buying', 'phone', 'heavy', 'terms', 'weight', 'poor', 'cameras', 'touch', 'screen', 'response', 'bad', 'weeks', 'purchase']","['basic', 'phone', 'term', 'performance', 'not', 'worth', 'buying', 'phone', 'heavy', 'term', 'weight', 'poor', 'camera', 'touch', 'screen', 'response', 'bad', 'week', 'purchase']",basic phone term performance not worth buying phone heavy term weight poor camera touch screen response bad week purchase
"If you are looking for budget mobile with good camera quality, this is not good choice.",2,"Camera quality is not goodBattery life is greatFingerprint reader is not as expectedNot good for gamingDisplay quality is not goodIf you are looking for budget mobile with good camera quality, this is not good choice.",217,35,16,Negative,"If you are looking for budget mobile with good camera quality, this is not good choice. Camera quality is not goodBattery life is greatFingerprint reader is not as expectedNot good for gamingDisplay quality is not goodIf you are looking for budget mobile with good camera quality, this is not good choice.",if you are looking for budget mobile with good camera quality this is not good choice camera quality is not goodbattery life is greatfingerprint reader is not as expectednot good for gamingdisplay quality is not goodif you are looking for budget mobile with good camera quality this is not good choice,"['looking', 'budget', 'mobile', 'good', 'camera', 'quality', 'not', 'good', 'choice', 'camera', 'quality', 'not', 'goodbattery', 'life', 'greatfingerprint', 'reader', 'not', 'expectednot', 'good', 'gamingdisplay', 'quality', 'not', 'goodif', 'looking', 'budget', 'mobile', 'good', 'camera', 'quality', 'not', 'good', 'choice']","['looking', 'budget', 'mobile', 'good', 'camera', 'quality', 'not', 'good', 'choice', 'camera', 'quality', 'not', 'goodbattery', 'life', 'greatfingerprint', 'reader', 'not', 'expectednot', 'good', 'gamingdisplay', 'quality', 'not', 'goodif', 'looking', 'budget', 'mobile', 'good', 'camera', 'quality', 'not', 'good', 'choice']",looking budget mobile good camera quality not good choice camera quality not goodbattery life greatfingerprint reader not expectednot good gamingdisplay quality not goodif looking budget mobile good camera quality not good choice
Outstanding Performance in Rs.12499,5,"Hello guys,I am using this from last 1 month, it gave me outstanding performance for CAMERA QUALITY, BATTERY LIFE, FINGERPRINT READER. This phone have all best features in this segment. I had purchased it for Rs.12499 with 6 months of no cost emi.",247,43,4,Positive,"Outstanding Performance in Rs.12499 Hello guys,I am using this from last 1 month, it gave me outstanding performance for CAMERA QUALITY, BATTERY LIFE, FINGERPRINT READER. This phone have all best features in this segment. I had purchased it for Rs.12499 with 6 months of no cost emi.",outstanding performance in rs hello guysi am using this from last month it gave me outstanding performance for camera quality battery life fingerprint reader this phone have all best features in this segment i had purchased it for rs with months of no cost emi,"['outstanding', 'performance', 'rs', 'hello', 'guysi', 'using', 'last', 'month', 'gave', 'outstanding', 'performance', 'camera', 'quality', 'battery', 'life', 'fingerprint', 'reader', 'phone', 'best', 'features', 'segment', 'purchased', 'rs', 'months', 'no', 'cost', 'emi']","['outstanding', 'performance', 'r', 'hello', 'guysi', 'using', 'last', 'month', 'gave', 'outstanding', 'performance', 'camera', 'quality', 'battery', 'life', 'fingerprint', 'reader', 'phone', 'best', 'feature', 'segment', 'purchased', 'r', 'month', 'no', 'cost', 'emi']",outstanding performance r hello guysi using last month gave outstanding performance camera quality battery life fingerprint reader phone best feature segment purchased r month no cost emi
Everything is good except camera,4,Everything works very good and OS also very smooth but if your a camera person ...please don't buy this phone...selfi cam not good also,135,24,5,Positive,Everything is good except camera Everything works very good and OS also very smooth but if your a camera person ...please don't buy this phone...selfi cam not good also,everything is good except camera everything works very good and os also very smooth but if your a camera person please dont buy this phoneselfi cam not good also,"['everything', 'good', 'except', 'camera', 'everything', 'works', 'good', 'os', 'also', 'smooth', 'camera', 'person', 'please', 'dont', 'buy', 'phoneselfi', 'cam', 'not', 'good', 'also']","['everything', 'good', 'except', 'camera', 'everything', 'work', 'good', 'o', 'also', 'smooth', 'camera', 'person', 'please', 'dont', 'buy', 'phoneselfi', 'cam', 'not', 'good', 'also']",everything good except camera everything work good o also smooth camera person please dont buy phoneselfi cam not good also
Very heavy .....like brick,1,Phone is very heavy and causinh hand pains. Performance also not good...very slow. Regret the purchase. Not sure why the screen sizes are increased like this... better to carry tab than this.,191,32,4,Negative,Very heavy .....like brick Phone is very heavy and causinh hand pains. Performance also not good...very slow. Regret the purchase. Not sure why the screen sizes are increased like this... better to carry tab than this.,very heavy like brick phone is very heavy and causinh hand pains performance also not goodvery slow regret the purchase not sure why the screen sizes are increased like this better to carry tab than this,"['heavy', 'like', 'brick', 'phone', 'heavy', 'causinh', 'hand', 'pains', 'performance', 'also', 'not', 'goodvery', 'slow', 'regret', 'purchase', 'not', 'sure', 'screen', 'sizes', 'increased', 'like', 'better', 'carry', 'tab']","['heavy', 'like', 'brick', 'phone', 'heavy', 'causinh', 'hand', 'pain', 'performance', 'also', 'not', 'goodvery', 'slow', 'regret', 'purchase', 'not', 'sure', 'screen', 'size', 'increased', 'like', 'better', 'carry', 'tab']",heavy like brick phone heavy causinh hand pain performance also not goodvery slow regret purchase not sure screen size increased like better carry tab
This mobile has a high potential.,5,I am using samsung from last 10 years. The latest one is just 9499. It can do more than any mobile which pricing 10k. Some issues are also there. You can not zoom 48 mp camera. Face unlock is little slow. Although it is a beast in all aspect,241,49,6,Positive,This mobile has a high potential. I am using samsung from last 10 years. The latest one is just 9499. It can do more than any mobile which pricing 10k. Some issues are also there. You can not zoom 48 mp camera. Face unlock is little slow. Although it is a beast in all aspect,this mobile has a high potential i am using samsung from last years the latest one is just it can do more than any mobile which pricing k some issues are also there you can not zoom mp camera face unlock is little slow although it is a beast in all aspect,"['mobile', 'high', 'potential', 'using', 'samsung', 'last', 'years', 'latest', 'one', 'mobile', 'pricing', 'issues', 'also', 'not', 'zoom', 'mp', 'camera', 'face', 'unlock', 'little', 'slow', 'although', 'beast', 'aspect']","['mobile', 'high', 'potential', 'using', 'samsung', 'last', 'year', 'latest', 'one', 'mobile', 'pricing', 'issue', 'also', 'not', 'zoom', 'mp', 'camera', 'face', 'unlock', 'little', 'slow', 'although', 'beast', 'aspect']",mobile high potential using samsung last year latest one mobile pricing issue also not zoom mp camera face unlock little slow although beast aspect
Nice mobile and nice Amazon service,5,This mobile fingerprint access nice battery life very good and camera quality super nice mobile I liked,103,17,6,Positive,Nice mobile and nice Amazon service This mobile fingerprint access nice battery life very good and camera quality super nice mobile I liked,nice mobile and nice amazon service this mobile fingerprint access nice battery life very good and camera quality super nice mobile i liked,"['nice', 'mobile', 'nice', 'amazon', 'service', 'mobile', 'fingerprint', 'access', 'nice', 'battery', 'life', 'good', 'camera', 'quality', 'super', 'nice', 'mobile', 'liked']","['nice', 'mobile', 'nice', 'amazon', 'service', 'mobile', 'fingerprint', 'access', 'nice', 'battery', 'life', 'good', 'camera', 'quality', 'super', 'nice', 'mobile', 'liked']",nice mobile nice amazon service mobile fingerprint access nice battery life good camera quality super nice mobile liked
Best for aged person and less usage.,5,Value for money. I given for my dad. Best for aged person and less usage.,73,15,7,Positive,Best for aged person and less usage. Value for money. I given for my dad. Best for aged person and less usage.,best for aged person and less usage value for money i given for my dad best for aged person and less usage,"['best', 'aged', 'person', 'less', 'usage', 'value', 'money', 'given', 'dad', 'best', 'aged', 'person', 'less', 'usage']","['best', 'aged', 'person', 'less', 'usage', 'value', 'money', 'given', 'dad', 'best', 'aged', 'person', 'less', 'usage']",best aged person less usage value money given dad best aged person less usage
It's battery 🔋life and camera is also good.,5,Samsung galaxy m12 is a brilliant  phone under 11000.Big thumbs up. 👍👌👌👌👌👌👍👍👍👍👍If you are looking best budget phone 📱 you should  also try  Samsung galaxy m12/f12/and.Rear camera 📷 is 48 mega pixels.It is also good.,215,35,8,Positive,It's battery 🔋life and camera is also good. Samsung galaxy m12 is a brilliant  phone under 11000.Big thumbs up. 👍👌👌👌👌👌👍👍👍👍👍If you are looking best budget phone 📱 you should  also try  Samsung galaxy m12/f12/and.Rear camera 📷 is 48 mega pixels.It is also good.,its battery 🔋life and camera is also good samsung galaxy m is a brilliant phone under big thumbs up 👍👌👌👌👌👌👍👍👍👍👍if you are looking best budget phone 📱 you should also try samsung galaxy mfandrear camera 📷 is mega pixelsit is also good,"['battery', '🔋life', 'camera', 'also', 'good', 'samsung', 'galaxy', 'brilliant', 'phone', 'big', 'thumbs', '👍👌👌👌👌👌👍👍👍👍👍if', 'looking', 'best', 'budget', 'phone', 'also', 'try', 'samsung', 'galaxy', 'mfandrear', 'camera', 'mega', 'pixelsit', 'also', 'good']","['battery', '🔋life', 'camera', 'also', 'good', 'samsung', 'galaxy', 'brilliant', 'phone', 'big', 'thumb', '👍👌👌👌👌👌👍👍👍👍👍if', 'looking', 'best', 'budget', 'phone', 'also', 'try', 'samsung', 'galaxy', 'mfandrear', 'camera', 'mega', 'pixelsit', 'also', 'good']",battery 🔋life camera also good samsung galaxy brilliant phone big thumb 👍👌👌👌👌👌👍👍👍👍👍if looking best budget phone also try samsung galaxy mfandrear camera mega pixelsit also good
